DRG Definition,Provider ID,Provider Name,Provider City,Provider State,Provider Zip Code,Hospital Ownership,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,region cat,region cat num,income cat,income cat num,Median Home Value,median Household Income,Population,Population Density,Major City,State_y,Mortality national comparison_y,Safety of care national comparison_y,Readmission national comparison_y,Patient experience national comparison_y,Effectiveness of care national comparison_y,Timeliness of care national comparison_y,Efficient use of medical imaging national comparison_y,Hospital overall rating,Mortality national comparison_x,Safety of care national comparison_x,Readmission national comparison_x,Patient experience national comparison_x,Effectiveness of care national comparison_x,Timeliness of care national comparison_x,Efficient use of medical imaging national comparison_x,Hospital Type,Hospital Referral Region (HRR) Description,Hospital Name
638 - DIABETES W CC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,STATEN ISLAND,NY,10304,Voluntary non-profit - Private,33,29524.94,9813.0,8254.06,suburban,2.0,middle income,2.0,403700.0,53168.0,42193.0,10889.0,Staten Island,NY,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Not Available,Acute Care Hospitals,NY - Manhattan,RICHMOND UNIVERSITY MEDICAL CENTER
638 - DIABETES W CC,330043,SOUTHSIDE HOSPITAL,BAY SHORE,NY,11706,Voluntary non-profit - Private,26,33167.96,7418.0,6406.65,urban,3.0,middle income,2.0,329200.0,75775.0,62543.0,3670.0,Bay Shore,NY,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,NY - East Long Island,SOUTHSIDE HOSPITAL
638 - DIABETES W CC,330044,FAXTON-ST LUKE'S HEALTHCARE,UTICA,NY,13503,Voluntary non-profit - Private,18,19159.78,5352.72,4522.72,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,Below the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Elmira,FAXTON-ST LUKE'S HEALTHCARE
638 - DIABETES W CC,330045,HUNTINGTON HOSPITAL,HUNTINGTON,NY,11743,Voluntary non-profit - Private,22,31948.59,7174.36,5196.5,suburban,2.0,middle income,2.0,584500.0,118222.0,42230.0,1664.0,Huntington,NY,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,NY - East Long Island,HUNTINGTON HOSPITAL
638 - DIABETES W CC,330046,MOUNT SINAI WEST,NEW YORK,NY,10019,Voluntary non-profit - Private,52,49088.04,11566.67,9653.13,suburban,2.0,middle income,2.0,808600.0,84424.0,42870.0,63042.0,New York,NY,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Manhattan,MOUNT SINAI WEST
638 - DIABETES W CC,330047,ST MARY'S HOSPITAL AT AMSTERDAM,AMSTERDAM,NY,12010,Voluntary non-profit - Private,12,14774.75,5550.83,4465.83,rural,1.0,low income,1.0,110500.0,44256.0,28937.0,221.0,Amsterdam,NY,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Acute Care Hospitals,NY - Albany,ST MARY'S HOSPITAL AT AMSTERDAM
638 - DIABETES W CC,330049,NORTHERN DUTCHESS HOSPITAL,RHINEBECK,NY,12572,Voluntary non-profit - Private,11,15532.0,5827.55,4878.09,rural,1.0,middle income,2.0,354400.0,72551.0,9123.0,180.0,Rhinebeck,NY,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Acute Care Hospitals,NY - Albany,NORTHERN DUTCHESS HOSPITAL
638 - DIABETES W CC,330055,NEW YORK-PRESBYTERIAN/QUEENS,FLUSHING,NY,11355,Voluntary non-profit - Private,25,29479.6,9270.16,7857.32,urban,3.0,low income,1.0,507500.0,41884.0,85871.0,49492.0,Flushing,NY,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - East Long Island,NEW YORK-PRESBYTERIAN/QUEENS
638 - DIABETES W CC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,BROOKLYN,NY,11201,Voluntary non-profit - Private,28,42428.64,12535.11,10231.43,urban,3.0,middle income,2.0,669000.0,95369.0,51128.0,35981.0,Brooklyn,NY,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Manhattan,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS
638 - DIABETES W CC,330057,ST PETER'S HOSPITAL,ALBANY,NY,12208,Voluntary non-profit - Private,39,24367.31,5453.54,4577.13,suburban,2.0,middle income,2.0,196600.0,58825.0,20702.0,4936.0,Albany,NY,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Albany,ST PETER'S HOSPITAL
638 - DIABETES W CC,330058,GENEVA GENERAL HOSPITAL,GENEVA,NY,14456,Voluntary non-profit - Private,13,19456.62,5044.0,3669.77,rural,1.0,middle income,2.0,109200.0,48158.0,20087.0,257.0,Geneva,NY,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Rochester,GENEVA GENERAL HOSPITAL
638 - DIABETES W CC,330059,MONTEFIORE MEDICAL CENTER,BRONX,NY,10467,Voluntary non-profit - Private,146,46883.77,13118.63,10127.9,urban,3.0,low income,1.0,369500.0,36048.0,97060.0,41649.0,Bronx,NY,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Bronx,MONTEFIORE MEDICAL CENTER
638 - DIABETES W CC,330061,LAWRENCE HOSPITAL CENTER,BRONXVILLE,NY,10708,Voluntary non-profit - Private,19,36568.16,6443.95,5546.47,suburban,2.0,middle income,2.0,466900.0,95815.0,21225.0,6895.0,Bronxville,NY,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - White Plains,NEW YORK-PRESBYTERIAN HOSPITAL
638 - DIABETES W CC,330078,SISTERS OF CHARITY HOSPITAL,BUFFALO,NY,14214,Voluntary non-profit - Private,42,20045.62,6922.48,5643.81,suburban,2.0,low income,1.0,117900.0,38698.0,19775.0,6922.0,Buffalo,NY,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Buffalo,SISTERS OF CHARITY HOSPITAL
638 - DIABETES W CC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,BRONX,NY,10451,Government - Local,17,19749.35,18466.71,17376.88,suburban,2.0,low income,1.0,170600.0,26754.0,45713.0,45043.0,Bronx,NY,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,Same as the national average,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Not Available,Acute Care Hospitals,NY - Bronx,LINCOLN MEDICAL & MENTAL HEALTH CENTER
638 - DIABETES W CC,330086,MONTEFIORE MOUNT VERNON HOSPITAL,MOUNT VERNON,NY,10550,Voluntary non-profit - Private,14,33526.79,8431.21,7393.93,suburban,2.0,low income,1.0,385000.0,39954.0,37144.0,18696.0,Mount Vernon,NY,2.0,,1.0,1.0,2.0,1.0,,2.0,Same as the national average,Not Available,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,NY - White Plains,MONTEFIORE MOUNT VERNON HOSPITAL
638 - DIABETES W CC,330090,ARNOT OGDEN MEDICAL CENTER,ELMIRA,NY,14905,Voluntary non-profit - Private,30,17131.97,5799.87,4693.4,suburban,2.0,middle income,2.0,123000.0,59159.0,9070.0,2177.0,Elmira,NY,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Elmira,ARNOT OGDEN MEDICAL CENTER
638 - DIABETES W CC,330094,COLUMBIA MEMORIAL HOSPITAL,HUDSON,NY,12534,Voluntary non-profit - Private,13,13162.38,5047.85,4039.85,rural,1.0,middle income,2.0,173700.0,46261.0,17867.0,205.0,Hudson,NY,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Albany,COLUMBIA MEMORIAL HOSPITAL
638 - DIABETES W CC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NEW YORK,NY,10065,Voluntary non-profit - Private,118,55153.26,11270.36,9236.72,suburban,2.0,middle income,2.0,1000001.0,115519.0,32270.0,83533.0,New York,NY,3.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,NY - Manhattan,NEW YORK-PRESBYTERIAN HOSPITAL
638 - DIABETES W CC,330102,KENMORE MERCY HOSPITAL,KENMORE,NY,14217,Voluntary non-profit - Church,15,15853.27,5352.13,4390.8,suburban,2.0,middle income,2.0,107700.0,50254.0,23480.0,7311.0,Buffalo,NY,2.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Buffalo,KENMORE MERCY HOSPITAL
638 - DIABETES W CC,330103,OLEAN GENERAL HOSPITAL,OLEAN,NY,14760,Proprietary,12,9308.33,6031.92,3647.58,rural,1.0,low income,1.0,74500.0,41807.0,18775.0,296.0,Olean,NY,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,Below the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Acute Care Hospitals,NY - Buffalo,OLEAN GENERAL HOSPITAL
638 - DIABETES W CC,330104,NYACK HOSPITAL,NYACK,NY,10960,Voluntary non-profit - Other,13,38228.85,7349.69,5033.15,suburban,2.0,middle income,2.0,483700.0,78750.0,15093.0,3599.0,Nyack,NY,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,NJ - Hackensack,NYACK HOSPITAL
638 - DIABETES W CC,330106,NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NY,11030,Voluntary non-profit - Private,67,60592.9,9234.13,6975.04,suburban,2.0,high income,3.0,1000001.0,172266.0,17962.0,2691.0,Manhasset,NY,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - East Long Island,NORTH SHORE UNIVERSITY HOSPITAL
638 - DIABETES W CC,330107,PECONIC BAY MEDICAL CENTER,RIVERHEAD,NY,11901,Voluntary non-profit - Private,29,45502.86,7713.72,6082.66,rural,1.0,middle income,2.0,322000.0,51350.0,27172.0,493.0,Riverhead,NY,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - East Long Island,PECONIC BAY MEDICAL CENTER
638 - DIABETES W CC,330115,ONEIDA HEALTHCARE,ONEIDA,NY,13421,Voluntary non-profit - Other,15,13841.2,6035.8,4308.4,rural,1.0,middle income,2.0,108900.0,47109.0,14125.0,336.0,Oneida,NY,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,Below the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Syracuse,ONEIDA HEALTHCARE
638 - DIABETES W CC,330119,LENOX HILL HOSPITAL,NEW YORK,NY,10021,Voluntary non-profit - Private,27,48992.33,9920.44,7598.41,suburban,2.0,middle income,2.0,1000001.0,107907.0,43631.0,112711.0,New York,NY,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,NY - Manhattan,LENOX HILL HOSPITAL
638 - DIABETES W CC,330125,ROCHESTER GENERAL HOSPITAL,ROCHESTER,NY,14621,Voluntary non-profit - Private,37,11901.0,6341.32,5033.92,suburban,2.0,low income,1.0,57400.0,23735.0,33802.0,8198.0,Rochester,NY,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Rochester,ROCHESTER GENERAL HOSPITAL
638 - DIABETES W CC,330126,ORANGE REGIONAL MEDICAL CENTER,MIDDLETOWN,NY,10940,Voluntary non-profit - Private,49,35303.88,6526.29,5212.65,rural,1.0,middle income,2.0,225800.0,61146.0,48418.0,746.0,Middletown,NY,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,NY - White Plains,ORANGE REGIONAL MEDICAL CENTER
638 - DIABETES W CC,330127,JACOBI MEDICAL CENTER,BRONX,NY,10461,Government - Local,19,25993.05,14863.32,12767.05,urban,3.0,middle income,2.0,454700.0,52347.0,50502.0,21045.0,Bronx,NY,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Bronx,JACOBI MEDICAL CENTER
638 - DIABETES W CC,330128,ELMHURST HOSPITAL CENTER,ELMHURST,NY,11373,Government - Local,13,33177.0,14617.92,12802.38,urban,3.0,middle income,2.0,499600.0,47667.0,100820.0,66007.0,Elmhurst,NY,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,NY - East Long Island,ELMHURST HOSPITAL CENTER
638 - DIABETES W CC,330136,MARY IMOGENE BASSETT HOSPITAL,COOPERSTOWN,NY,13326,Voluntary non-profit - Private,20,9773.05,7975.15,6733.45,rural,1.0,middle income,2.0,260300.0,57375.0,5561.0,58.0,Cooperstown,NY,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Albany,MARY IMOGENE BASSETT HOSPITAL
638 - DIABETES W CC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,SYRACUSE,NY,13203,Voluntary non-profit - Private,36,18606.25,6207.39,4697.69,suburban,2.0,low income,1.0,99900.0,26250.0,16029.0,9430.0,Syracuse,NY,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,NY - Syracuse,ST JOSEPH'S HOSPITAL HEALTH CENTER
638 - DIABETES W CC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,PATCHOGUE,NY,11772,Voluntary non-profit - Private,26,38543.5,7262.19,5527.81,suburban,2.0,middle income,2.0,317000.0,68230.0,44837.0,2769.0,Patchogue,NY,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - East Long Island,LONG ISLAND COMMUNITY HOSPITAL
638 - DIABETES W CC,330153,ELLIS HOSPITAL,SCHENECTADY,NY,12308,Proprietary,20,22296.05,6068.65,5027.4,suburban,2.0,low income,1.0,133200.0,40598.0,15335.0,6820.0,Schenectady,NY,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,Below the national average,Below the national average,Above the national average,Below the national average,Above the national average,Below the national average,Above the national average,Acute Care Hospitals,NY - Albany,ELLIS HOSPITAL
638 - DIABETES W CC,330157,SAMARITAN MEDICAL CENTER,WATERTOWN,NY,13601,Voluntary non-profit - Private,24,17598.96,8065.08,6960.54,rural,1.0,low income,1.0,130200.0,42296.0,38158.0,271.0,Watertown,NY,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,NY - Syracuse,SAMARITAN MEDICAL CENTER
638 - DIABETES W CC,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,SUFFERN,NY,10901,Voluntary non-profit - Church,23,60155.09,7576.65,5510.74,suburban,2.0,middle income,2.0,416100.0,85147.0,23465.0,1304.0,Suffern,NY,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NJ - Ridgewood,GOOD SAMARITAN HOSPITAL OF SUFFERN
638 - DIABETES W CC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,STATEN ISLAND,NY,10305,Voluntary non-profit - Private,41,30240.54,8965.76,7262.98,suburban,2.0,middle income,2.0,415300.0,70758.0,41749.0,9819.0,Staten Island,NY,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Manhattan,STATEN ISLAND UNIVERSITY HOSPITAL
638 - DIABETES W CC,330164,HIGHLAND HOSPITAL,ROCHESTER,NY,14620,Voluntary non-profit - Private,23,10405.26,6335.48,4837.52,suburban,2.0,low income,1.0,131400.0,38554.0,25141.0,5607.0,Rochester,NY,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Rochester,HIGHLAND HOSPITAL
638 - DIABETES W CC,330167,NYU WINTHROP HOSPITAL,MINEOLA,NY,11501,Voluntary non-profit - Private,39,60541.67,8450.1,7000.18,suburban,2.0,middle income,2.0,440000.0,79013.0,19148.0,9344.0,Mineola,NY,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,NY - East Long Island,NYU WINTHROP HOSPITAL
638 - DIABETES W CC,330169,MOUNT SINAI BETH ISRAEL,NEW YORK,NY,10003,Voluntary non-profit - Private,55,44684.84,10509.44,8441.35,urban,3.0,middle income,2.0,817700.0,92540.0,56024.0,97188.0,New York,NY,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Manhattan,MOUNT SINAI BETH ISRAEL
638 - DIABETES W CC,330180,SAMARITAN HOSPITAL,TROY,NY,12180,Voluntary non-profit - Private,30,15142.3,5551.33,3934.73,rural,1.0,middle income,2.0,171900.0,47640.0,53606.0,977.0,Troy,NY,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,NY - Albany,SAMARITAN HOSPITAL
638 - DIABETES W CC,330182,"ST FRANCIS HOSPITAL, ROSLYN",ROSLYN,NY,11576,Voluntary non-profit - Church,18,43451.33,6001.22,5122.11,suburban,2.0,high income,3.0,893700.0,150161.0,12366.0,2718.0,Roslyn,NY,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,NY - East Long Island,"ST FRANCIS HOSPITAL, ROSLYN"
638 - DIABETES W CC,330184,MONTEFIORE NEW ROCHELLE HOSPITAL,NEW ROCHELLE,NY,10802,Voluntary non-profit - Private,18,31314.11,8756.22,6974.0,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,,2.0,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,NY - Bronx,MONTEFIORE NEW ROCHELLE HOSPITAL
638 - DIABETES W CC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,PORT JEFFERSON,NY,11777,Voluntary non-profit - Private,34,40870.76,7175.26,6039.03,suburban,2.0,middle income,2.0,517800.0,109696.0,8968.0,2056.0,Port Jefferson,NY,3.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,Above the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,NY - East Long Island,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON
638 - DIABETES W CC,330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,LEWISTON,NY,14092,Voluntary non-profit - Church,11,8857.45,8268.09,4910.18,rural,1.0,middle income,2.0,160200.0,60689.0,11086.0,562.0,Lewiston,NY,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,NY - Buffalo,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER
