Provider Id,Hospital Name,Zipcode,Score,Score Range,Rank,Rank Range,Function,City,State,Score Percentile,Rank Percentile
10007,MIZELL MEMORIAL HOSPITAL,36467,2,3,31,57,Readmission & Death,OPP,AL,0.666666667,0.543859649
10007,MIZELL MEMORIAL HOSPITAL,36467,2.7,3,557,687,Timeliness,OPP,AL,0.9,0.81077147
10007,MIZELL MEMORIAL HOSPITAL,36467,1.5,2,12,20,Structural,OPP,AL,0.75,0.6
10007,MIZELL MEMORIAL HOSPITAL,36467,2,3,13,34,Consumer Satisfaction,OPP,AL,0.666666667,0.382352941
10007,MIZELL MEMORIAL HOSPITAL,36467,2.3,3,14,22,Imaging,OPP,AL,0.766666667,0.636363636
10007,MIZELL MEMORIAL HOSPITAL,36467,2.6,5,34,91,Star Ratings,OPP,AL,0.52,0.373626374
10008,CRENSHAW COMMUNITY HOSPITAL,36049,3,3,22,22,Imaging,LUVERNE,AL,1,1
10008,CRENSHAW COMMUNITY HOSPITAL,36049,2,3,9,21,Complications,LUVERNE,AL,0.666666667,0.428571429
10008,CRENSHAW COMMUNITY HOSPITAL,36049,2,3,31,57,Readmission & Death,LUVERNE,AL,0.666666667,0.543859649
10008,CRENSHAW COMMUNITY HOSPITAL,36049,2.2,3,22,34,Consumer Satisfaction,LUVERNE,AL,0.733333333,0.647058824
10008,CRENSHAW COMMUNITY HOSPITAL,36049,1.5,2,12,20,Structural,LUVERNE,AL,0.75,0.6
10008,CRENSHAW COMMUNITY HOSPITAL,36049,2.7,3,538,687,Timeliness,LUVERNE,AL,0.9,0.783114993
10008,CRENSHAW COMMUNITY HOSPITAL,36049,2,3,5,10,Payments,LUVERNE,AL,0.666666667,0.5
10016,SHELBY BAPTIST MEDICAL CENTER,35007,2.1,3,10,21,Complications,ALABASTER,AL,0.7,0.476190476
10016,SHELBY BAPTIST MEDICAL CENTER,35007,2,3,31,57,Readmission & Death,ALABASTER,AL,0.666666667,0.543859649
10016,SHELBY BAPTIST MEDICAL CENTER,35007,2,3,5,10,Payments,ALABASTER,AL,0.666666667,0.5
10016,SHELBY BAPTIST MEDICAL CENTER,35007,1.4,2,11,20,Structural,ALABASTER,AL,0.7,0.55
10016,SHELBY BAPTIST MEDICAL CENTER,35007,1.9,3,7,34,Consumer Satisfaction,ALABASTER,AL,0.633333333,0.205882353
10016,SHELBY BAPTIST MEDICAL CENTER,35007,1.8,3,11,27,Infections,ALABASTER,AL,0.6,0.407407407
10016,SHELBY BAPTIST MEDICAL CENTER,35007,2.7,5,35,91,Star Ratings,ALABASTER,AL,0.54,0.384615385
10016,SHELBY BAPTIST MEDICAL CENTER,35007,2,3,10,22,Imaging,ALABASTER,AL,0.666666667,0.454545455
10016,SHELBY BAPTIST MEDICAL CENTER,35007,1.9,3,45,687,Timeliness,ALABASTER,AL,0.633333333,0.065502183
10018,CALLAHAN EYE HOSPITAL,35233,2.3,3,33,34,Consumer Satisfaction,BIRMINGHAM,AL,0.766666667,0.970588235
10018,CALLAHAN EYE HOSPITAL,35233,1.8,2,18,20,Structural,BIRMINGHAM,AL,0.9,0.9
10018,CALLAHAN EYE HOSPITAL,35233,2,3,9,21,Complications,BIRMINGHAM,AL,0.666666667,0.428571429
10018,CALLAHAN EYE HOSPITAL,35233,2.7,3,573,687,Timeliness,BIRMINGHAM,AL,0.9,0.834061135
10019,HELEN KELLER MEMORIAL HOSPITAL,35660,2,2,20,20,Structural,SHEFFIELD,AL,1,1
10019,HELEN KELLER MEMORIAL HOSPITAL,35660,2,3,9,21,Complications,SHEFFIELD,AL,0.666666667,0.428571429
10019,HELEN KELLER MEMORIAL HOSPITAL,35660,2,3,15,27,Infections,SHEFFIELD,AL,0.666666667,0.555555556
10019,HELEN KELLER MEMORIAL HOSPITAL,35660,2,3,31,57,Readmission & Death,SHEFFIELD,AL,0.666666667,0.543859649
10019,HELEN KELLER MEMORIAL HOSPITAL,35660,2,3,5,10,Payments,SHEFFIELD,AL,0.666666667,0.5
10019,HELEN KELLER MEMORIAL HOSPITAL,35660,2.6,3,17,22,Imaging,SHEFFIELD,AL,0.866666667,0.772727273
10019,HELEN KELLER MEMORIAL HOSPITAL,35660,3.3,5,52,91,Star Ratings,SHEFFIELD,AL,0.66,0.571428571
10019,HELEN KELLER MEMORIAL HOSPITAL,35660,2,3,13,34,Consumer Satisfaction,SHEFFIELD,AL,0.666666667,0.382352941
10019,HELEN KELLER MEMORIAL HOSPITAL,35660,2.3,3,263,687,Timeliness,SHEFFIELD,AL,0.766666667,0.382823872
10021,DALE MEDICAL CENTER,36360,2,3,9,21,Complications,OZARK,AL,0.666666667,0.428571429
10021,DALE MEDICAL CENTER,36360,2.9,3,653,687,Timeliness,OZARK,AL,0.966666667,0.950509461
10021,DALE MEDICAL CENTER,36360,2,3,15,27,Infections,OZARK,AL,0.666666667,0.555555556
10021,DALE MEDICAL CENTER,36360,2,3,31,57,Readmission & Death,OZARK,AL,0.666666667,0.543859649
10021,DALE MEDICAL CENTER,36360,1.5,2,12,20,Structural,OZARK,AL,0.75,0.6
10021,DALE MEDICAL CENTER,36360,2,3,5,10,Payments,OZARK,AL,0.666666667,0.5
10021,DALE MEDICAL CENTER,36360,3.7,5,61,91,Star Ratings,OZARK,AL,0.74,0.67032967
10021,DALE MEDICAL CENTER,36360,2,3,13,34,Consumer Satisfaction,OZARK,AL,0.666666667,0.382352941
10021,DALE MEDICAL CENTER,36360,2.2,3,12,22,Imaging,OZARK,AL,0.733333333,0.545454545
10022,CHEROKEE MEDICAL CENTER,35960,2.3,3,28,34,Consumer Satisfaction,CENTRE,AL,0.766666667,0.823529412
10022,CHEROKEE MEDICAL CENTER,35960,2.5,3,8,10,Payments,CENTRE,AL,0.833333333,0.8
10022,CHEROKEE MEDICAL CENTER,35960,2,3,9,21,Complications,CENTRE,AL,0.666666667,0.428571429
10022,CHEROKEE MEDICAL CENTER,35960,2,3,15,27,Infections,CENTRE,AL,0.666666667,0.555555556
10022,CHEROKEE MEDICAL CENTER,35960,1.7,2,14,20,Structural,CENTRE,AL,0.85,0.7
10022,CHEROKEE MEDICAL CENTER,35960,2,3,31,57,Readmission & Death,CENTRE,AL,0.666666667,0.543859649
10022,CHEROKEE MEDICAL CENTER,35960,2.5,3,373,687,Timeliness,CENTRE,AL,0.833333333,0.54294032
10022,CHEROKEE MEDICAL CENTER,35960,2.3,3,14,22,Imaging,CENTRE,AL,0.766666667,0.636363636
10023,BAPTIST MEDICAL CENTER SOUTH,36116,2,3,31,57,Readmission & Death,MONTGOMERY,AL,0.666666667,0.543859649
10023,BAPTIST MEDICAL CENTER SOUTH,36116,2.6,3,17,22,Imaging,MONTGOMERY,AL,0.866666667,0.772727273
10023,BAPTIST MEDICAL CENTER SOUTH,36116,1.9,3,9,34,Consumer Satisfaction,MONTGOMERY,AL,0.633333333,0.264705882
10023,BAPTIST MEDICAL CENTER SOUTH,36116,2.8,5,40,91,Star Ratings,MONTGOMERY,AL,0.56,0.43956044
10023,BAPTIST MEDICAL CENTER SOUTH,36116,1.7,3,4,10,Payments,MONTGOMERY,AL,0.566666667,0.4
10023,BAPTIST MEDICAL CENTER SOUTH,36116,1.8,3,11,27,Infections,MONTGOMERY,AL,0.6,0.407407407
10023,BAPTIST MEDICAL CENTER SOUTH,36116,1.1,2,3,20,Structural,MONTGOMERY,AL,0.55,0.15
10023,BAPTIST MEDICAL CENTER SOUTH,36116,2.1,3,128,687,Timeliness,MONTGOMERY,AL,0.7,0.186317322
10023,BAPTIST MEDICAL CENTER SOUTH,36116,1.7,3,5,21,Complications,MONTGOMERY,AL,0.566666667,0.238095238
10024,JACKSON HOSPITAL & CLINIC INC,36106,2.2,3,17,27,Infections,MONTGOMERY,AL,0.733333333,0.62962963
10024,JACKSON HOSPITAL & CLINIC INC,36106,2.1,3,33,57,Readmission & Death,MONTGOMERY,AL,0.7,0.578947368
10024,JACKSON HOSPITAL & CLINIC INC,36106,2.6,3,17,22,Imaging,MONTGOMERY,AL,0.866666667,0.772727273
10024,JACKSON HOSPITAL & CLINIC INC,36106,3.3,5,52,91,Star Ratings,MONTGOMERY,AL,0.66,0.571428571
10024,JACKSON HOSPITAL & CLINIC INC,36106,2,3,13,34,Consumer Satisfaction,MONTGOMERY,AL,0.666666667,0.382352941
10024,JACKSON HOSPITAL & CLINIC INC,36106,1.3,2,7,20,Structural,MONTGOMERY,AL,0.65,0.35
10024,JACKSON HOSPITAL & CLINIC INC,36106,2.2,3,147,687,Timeliness,MONTGOMERY,AL,0.733333333,0.213973799
10024,JACKSON HOSPITAL & CLINIC INC,36106,1.3,3,2,10,Payments,MONTGOMERY,AL,0.433333333,0.2
10024,JACKSON HOSPITAL & CLINIC INC,36106,1.9,3,8,21,Complications,MONTGOMERY,AL,0.633333333,0.380952381
10029,EAST ALABAMA MEDICAL CENTER,36801,2.7,3,9,10,Payments,OPELIKA,AL,0.9,0.9
10029,EAST ALABAMA MEDICAL CENTER,36801,2,3,9,21,Complications,OPELIKA,AL,0.666666667,0.428571429
10029,EAST ALABAMA MEDICAL CENTER,36801,2,3,31,57,Readmission & Death,OPELIKA,AL,0.666666667,0.543859649
10029,EAST ALABAMA MEDICAL CENTER,36801,3.4,5,56,91,Star Ratings,OPELIKA,AL,0.68,0.615384615
10029,EAST ALABAMA MEDICAL CENTER,36801,2,3,13,34,Consumer Satisfaction,OPELIKA,AL,0.666666667,0.382352941
10029,EAST ALABAMA MEDICAL CENTER,36801,2.3,3,14,22,Imaging,OPELIKA,AL,0.766666667,0.636363636
10029,EAST ALABAMA MEDICAL CENTER,36801,1.8,3,13,27,Infections,OPELIKA,AL,0.6,0.481481481
10029,EAST ALABAMA MEDICAL CENTER,36801,1,2,1,20,Structural,OPELIKA,AL,0.5,0.05
10029,EAST ALABAMA MEDICAL CENTER,36801,2.1,3,129,687,Timeliness,OPELIKA,AL,0.7,0.187772926
10032,WEDOWEE HOSPITAL,36278,3,3,22,22,Imaging,WEDOWEE,AL,1,1
10032,WEDOWEE HOSPITAL,36278,1.8,2,18,20,Structural,WEDOWEE,AL,0.9,0.9
10032,WEDOWEE HOSPITAL,36278,2.9,3,655,687,Timeliness,WEDOWEE,AL,0.966666667,0.95342067
10032,WEDOWEE HOSPITAL,36278,2,3,9,21,Complications,WEDOWEE,AL,0.666666667,0.428571429
10032,WEDOWEE HOSPITAL,36278,2,3,31,57,Readmission & Death,WEDOWEE,AL,0.666666667,0.543859649
10032,WEDOWEE HOSPITAL,36278,2,3,5,10,Payments,WEDOWEE,AL,0.666666667,0.5
10032,WEDOWEE HOSPITAL,36278,2.1,3,18,34,Consumer Satisfaction,WEDOWEE,AL,0.7,0.529411765
10032,WEDOWEE HOSPITAL,36278,2.7,5,35,91,Star Ratings,WEDOWEE,AL,0.54,0.384615385
10033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2.2,3,46,57,Readmission & Death,BIRMINGHAM,AL,0.733333333,0.807017544
10033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2.1,3,10,21,Complications,BIRMINGHAM,AL,0.7,0.476190476
10033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2.3,3,28,34,Consumer Satisfaction,BIRMINGHAM,AL,0.766666667,0.823529412
10033,UNIVERSITY OF ALABAMA HOSPITAL,35233,4.2,5,75,91,Star Ratings,BIRMINGHAM,AL,0.84,0.824175824
10033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2,3,5,10,Payments,BIRMINGHAM,AL,0.666666667,0.5
10033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2.2,3,190,687,Timeliness,BIRMINGHAM,AL,0.733333333,0.276564774
10033,UNIVERSITY OF ALABAMA HOSPITAL,35233,1.7,3,9,27,Infections,BIRMINGHAM,AL,0.566666667,0.333333333
10033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2,3,10,22,Imaging,BIRMINGHAM,AL,0.666666667,0.454545455
10033,UNIVERSITY OF ALABAMA HOSPITAL,35233,1,2,1,20,Structural,BIRMINGHAM,AL,0.5,0.05
10034,COMMUNITY HOSPITAL INC,36078,2.3,3,33,34,Consumer Satisfaction,TALLASSEE,AL,0.766666667,0.970588235
10034,COMMUNITY HOSPITAL INC,36078,3,3,22,22,Imaging,TALLASSEE,AL,1,1
10034,COMMUNITY HOSPITAL INC,36078,4.6,5,84,91,Star Ratings,TALLASSEE,AL,0.92,0.923076923
10034,COMMUNITY HOSPITAL INC,36078,2,3,9,21,Complications,TALLASSEE,AL,0.666666667,0.428571429
10034,COMMUNITY HOSPITAL INC,36078,2,3,15,27,Infections,TALLASSEE,AL,0.666666667,0.555555556
10034,COMMUNITY HOSPITAL INC,36078,2,3,31,57,Readmission & Death,TALLASSEE,AL,0.666666667,0.543859649
10034,COMMUNITY HOSPITAL INC,36078,1.5,2,12,20,Structural,TALLASSEE,AL,0.75,0.6
10034,COMMUNITY HOSPITAL INC,36078,2,3,5,10,Payments,TALLASSEE,AL,0.666666667,0.5
10034,COMMUNITY HOSPITAL INC,36078,2.6,3,448,687,Timeliness,TALLASSEE,AL,0.866666667,0.652110626
10035,CULLMAN REGIONAL MEDICAL CENTER,35058,2,3,9,21,Complications,CULLMAN,AL,0.666666667,0.428571429
10035,CULLMAN REGIONAL MEDICAL CENTER,35058,2,3,31,57,Readmission & Death,CULLMAN,AL,0.666666667,0.543859649
10035,CULLMAN REGIONAL MEDICAL CENTER,35058,1.5,2,12,20,Structural,CULLMAN,AL,0.75,0.6
10035,CULLMAN REGIONAL MEDICAL CENTER,35058,3.9,5,69,91,Star Ratings,CULLMAN,AL,0.78,0.758241758
10035,CULLMAN REGIONAL MEDICAL CENTER,35058,2,3,5,10,Payments,CULLMAN,AL,0.666666667,0.5
10035,CULLMAN REGIONAL MEDICAL CENTER,35058,2.1,3,21,34,Consumer Satisfaction,CULLMAN,AL,0.7,0.617647059
10035,CULLMAN REGIONAL MEDICAL CENTER,35058,2.5,3,418,687,Timeliness,CULLMAN,AL,0.833333333,0.608442504
10035,CULLMAN REGIONAL MEDICAL CENTER,35058,2.5,3,16,22,Imaging,CULLMAN,AL,0.833333333,0.727272727
10035,CULLMAN REGIONAL MEDICAL CENTER,35058,1.6,3,8,27,Infections,CULLMAN,AL,0.533333333,0.296296296
10036,ANDALUSIA REGIONAL HOSPITAL,36420,2.5,3,8,10,Payments,ANDALUSIA,AL,0.833333333,0.8
10036,ANDALUSIA REGIONAL HOSPITAL,36420,2,3,9,21,Complications,ANDALUSIA,AL,0.666666667,0.428571429
10036,ANDALUSIA REGIONAL HOSPITAL,36420,2,3,15,27,Infections,ANDALUSIA,AL,0.666666667,0.555555556
10036,ANDALUSIA REGIONAL HOSPITAL,36420,2,3,31,57,Readmission & Death,ANDALUSIA,AL,0.666666667,0.543859649
10036,ANDALUSIA REGIONAL HOSPITAL,36420,1.5,2,12,20,Structural,ANDALUSIA,AL,0.75,0.6
10036,ANDALUSIA REGIONAL HOSPITAL,36420,2.5,3,436,687,Timeliness,ANDALUSIA,AL,0.833333333,0.634643377
10036,ANDALUSIA REGIONAL HOSPITAL,36420,2.9,5,41,91,Star Ratings,ANDALUSIA,AL,0.58,0.450549451
10036,ANDALUSIA REGIONAL HOSPITAL,36420,2.2,3,12,22,Imaging,ANDALUSIA,AL,0.733333333,0.545454545
10036,ANDALUSIA REGIONAL HOSPITAL,36420,1.8,3,6,34,Consumer Satisfaction,ANDALUSIA,AL,0.6,0.176470588
10038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2.1,3,35,57,Readmission & Death,ANNISTON,AL,0.7,0.614035088
10038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2,3,9,21,Complications,ANNISTON,AL,0.666666667,0.428571429
10038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2,3,15,27,Infections,ANNISTON,AL,0.666666667,0.555555556
10038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2,3,5,10,Payments,ANNISTON,AL,0.666666667,0.5
10038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2.6,3,17,22,Imaging,ANNISTON,AL,0.866666667,0.772727273
10038,STRINGFELLOW MEMORIAL HOSPITAL,36201,1.3,2,8,20,Structural,ANNISTON,AL,0.65,0.4
10038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2.5,3,380,687,Timeliness,ANNISTON,AL,0.833333333,0.553129549
10038,STRINGFELLOW MEMORIAL HOSPITAL,36201,1.9,3,7,34,Consumer Satisfaction,ANNISTON,AL,0.633333333,0.205882353
10038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2.6,5,34,91,Star Ratings,ANNISTON,AL,0.52,0.373626374
10039,HUNTSVILLE HOSPITAL,35801,2,3,9,21,Complications,HUNTSVILLE,AL,0.666666667,0.428571429
10039,HUNTSVILLE HOSPITAL,35801,2.1,3,33,57,Readmission & Death,HUNTSVILLE,AL,0.7,0.578947368
10039,HUNTSVILLE HOSPITAL,35801,2.1,3,21,34,Consumer Satisfaction,HUNTSVILLE,AL,0.7,0.617647059
10039,HUNTSVILLE HOSPITAL,35801,3.8,5,65,91,Star Ratings,HUNTSVILLE,AL,0.76,0.714285714
10039,HUNTSVILLE HOSPITAL,35801,2.3,3,14,22,Imaging,HUNTSVILLE,AL,0.766666667,0.636363636
10039,HUNTSVILLE HOSPITAL,35801,1.8,3,14,27,Infections,HUNTSVILLE,AL,0.6,0.518518519
10039,HUNTSVILLE HOSPITAL,35801,1.7,3,4,10,Payments,HUNTSVILLE,AL,0.566666667,0.4
10039,HUNTSVILLE HOSPITAL,35801,1.1,2,3,20,Structural,HUNTSVILLE,AL,0.55,0.15
10039,HUNTSVILLE HOSPITAL,35801,1.9,3,41,687,Timeliness,HUNTSVILLE,AL,0.633333333,0.059679767
10040,GADSDEN REGIONAL MEDICAL CENTER,35903,2.4,3,16,21,Complications,GADSDEN,AL,0.8,0.761904762
10040,GADSDEN REGIONAL MEDICAL CENTER,35903,2.1,3,40,57,Readmission & Death,GADSDEN,AL,0.7,0.701754386
10040,GADSDEN REGIONAL MEDICAL CENTER,35903,1.4,2,11,20,Structural,GADSDEN,AL,0.7,0.55
10040,GADSDEN REGIONAL MEDICAL CENTER,35903,2.6,3,17,22,Imaging,GADSDEN,AL,0.866666667,0.772727273
10040,GADSDEN REGIONAL MEDICAL CENTER,35903,2.4,3,351,687,Timeliness,GADSDEN,AL,0.8,0.510917031
10040,GADSDEN REGIONAL MEDICAL CENTER,35903,2.7,5,35,91,Star Ratings,GADSDEN,AL,0.54,0.384615385
10040,GADSDEN REGIONAL MEDICAL CENTER,35903,1.3,3,2,10,Payments,GADSDEN,AL,0.433333333,0.2
10040,GADSDEN REGIONAL MEDICAL CENTER,35903,1.5,3,7,27,Infections,GADSDEN,AL,0.5,0.259259259
10040,GADSDEN REGIONAL MEDICAL CENTER,35903,1.7,3,2,34,Consumer Satisfaction,GADSDEN,AL,0.566666667,0.058823529
10044,MARION REGIONAL MEDICAL CENTER,35570,2.3,3,28,34,Consumer Satisfaction,HAMILTON,AL,0.766666667,0.823529412
10044,MARION REGIONAL MEDICAL CENTER,35570,2.5,3,8,10,Payments,HAMILTON,AL,0.833333333,0.8
10044,MARION REGIONAL MEDICAL CENTER,35570,2,3,9,21,Complications,HAMILTON,AL,0.666666667,0.428571429
10044,MARION REGIONAL MEDICAL CENTER,35570,2,3,15,27,Infections,HAMILTON,AL,0.666666667,0.555555556
10044,MARION REGIONAL MEDICAL CENTER,35570,2,3,31,57,Readmission & Death,HAMILTON,AL,0.666666667,0.543859649
10044,MARION REGIONAL MEDICAL CENTER,35570,1.5,2,12,20,Structural,HAMILTON,AL,0.75,0.6
10044,MARION REGIONAL MEDICAL CENTER,35570,2.6,3,465,687,Timeliness,HAMILTON,AL,0.866666667,0.676855895
10044,MARION REGIONAL MEDICAL CENTER,35570,2.3,3,14,22,Imaging,HAMILTON,AL,0.766666667,0.636363636
10045,FAYETTE MEDICAL CENTER,35555,5,5,91,91,Star Ratings,FAYETTE,AL,1,1
10045,FAYETTE MEDICAL CENTER,35555,3,3,10,10,Payments,FAYETTE,AL,1,1
10045,FAYETTE MEDICAL CENTER,35555,2.3,3,33,34,Consumer Satisfaction,FAYETTE,AL,0.766666667,0.970588235
10045,FAYETTE MEDICAL CENTER,35555,2,3,9,21,Complications,FAYETTE,AL,0.666666667,0.428571429
10045,FAYETTE MEDICAL CENTER,35555,2,3,15,27,Infections,FAYETTE,AL,0.666666667,0.555555556
10045,FAYETTE MEDICAL CENTER,35555,2,3,31,57,Readmission & Death,FAYETTE,AL,0.666666667,0.543859649
10045,FAYETTE MEDICAL CENTER,35555,1.5,2,12,20,Structural,FAYETTE,AL,0.75,0.6
10045,FAYETTE MEDICAL CENTER,35555,2.5,3,389,687,Timeliness,FAYETTE,AL,0.833333333,0.566229985
10045,FAYETTE MEDICAL CENTER,35555,2.5,3,16,22,Imaging,FAYETTE,AL,0.833333333,0.727272727
10046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,3,3,22,22,Imaging,GADSDEN,AL,1,1
10046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,1.8,2,18,20,Structural,GADSDEN,AL,0.9,0.9
10046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,2,3,9,21,Complications,GADSDEN,AL,0.666666667,0.428571429
10046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,2,3,31,57,Readmission & Death,GADSDEN,AL,0.666666667,0.543859649
10046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,2.6,3,470,687,Timeliness,GADSDEN,AL,0.866666667,0.684133916
10046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,1.9,3,7,34,Consumer Satisfaction,GADSDEN,AL,0.633333333,0.205882353
10046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,1.8,3,11,27,Infections,GADSDEN,AL,0.6,0.407407407
10046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,1.3,3,2,10,Payments,GADSDEN,AL,0.433333333,0.2
10046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,1.9,5,19,91,Star Ratings,GADSDEN,AL,0.38,0.208791209
10047,GEORGIANA MEDICAL CENTER,36033,2,2,20,20,Structural,GEORGIANA,AL,1,1
10047,GEORGIANA MEDICAL CENTER,36033,3,3,10,10,Payments,GEORGIANA,AL,1,1
10047,GEORGIANA MEDICAL CENTER,36033,3,3,22,22,Imaging,GEORGIANA,AL,1,1
10047,GEORGIANA MEDICAL CENTER,36033,2,3,9,21,Complications,GEORGIANA,AL,0.666666667,0.428571429
10047,GEORGIANA MEDICAL CENTER,36033,2,3,31,57,Readmission & Death,GEORGIANA,AL,0.666666667,0.543859649
10047,GEORGIANA MEDICAL CENTER,36033,4.1,5,73,91,Star Ratings,GEORGIANA,AL,0.82,0.802197802
10047,GEORGIANA MEDICAL CENTER,36033,2.1,3,21,34,Consumer Satisfaction,GEORGIANA,AL,0.7,0.617647059
10047,GEORGIANA MEDICAL CENTER,36033,2.1,3,111,687,Timeliness,GEORGIANA,AL,0.7,0.161572052
10049,MEDICAL CENTER ENTERPRISE,36330,3,3,10,10,Payments,ENTERPRISE,AL,1,1
10049,MEDICAL CENTER ENTERPRISE,36330,1.8,2,18,20,Structural,ENTERPRISE,AL,0.9,0.9
10049,MEDICAL CENTER ENTERPRISE,36330,2,3,9,21,Complications,ENTERPRISE,AL,0.666666667,0.428571429
10049,MEDICAL CENTER ENTERPRISE,36330,2,3,31,57,Readmission & Death,ENTERPRISE,AL,0.666666667,0.543859649
10049,MEDICAL CENTER ENTERPRISE,36330,2.5,3,423,687,Timeliness,ENTERPRISE,AL,0.833333333,0.615720524
10049,MEDICAL CENTER ENTERPRISE,36330,2.1,3,16,34,Consumer Satisfaction,ENTERPRISE,AL,0.7,0.470588235
