Provider ID,Hospital Name,Zipcode,Score,Score Range,Rank,Rank Range,Function,City,State,Score Percentile,Rank Percentile
010008,CRENSHAW COMMUNITY HOSPITAL,36049,2.0,3,31,57,Readmission & Death,LUVERNE,AL,0.6666666666666666,0.543859649122807
010008,CRENSHAW COMMUNITY HOSPITAL,36049,2.2,3,22,34,Consumer Satisfaction,LUVERNE,AL,0.7333333333333334,0.6470588235294118
010008,CRENSHAW COMMUNITY HOSPITAL,36049,1.5,2,12,20,Structural,LUVERNE,AL,0.75,0.6
010008,CRENSHAW COMMUNITY HOSPITAL,36049,2.7,3,538,687,Timeliness,LUVERNE,AL,0.9,0.7831149927219796
010008,CRENSHAW COMMUNITY HOSPITAL,36049,2.0,3,5,10,Payments,LUVERNE,AL,0.6666666666666666,0.5
010016,SHELBY BAPTIST MEDICAL CENTER,35007,2.1,3,10,21,Complications,ALABASTER,AL,0.7000000000000001,0.47619047619047616
010016,SHELBY BAPTIST MEDICAL CENTER,35007,2.0,3,31,57,Readmission & Death,ALABASTER,AL,0.6666666666666666,0.543859649122807
010016,SHELBY BAPTIST MEDICAL CENTER,35007,2.0,3,5,10,Payments,ALABASTER,AL,0.6666666666666666,0.5
010016,SHELBY BAPTIST MEDICAL CENTER,35007,1.4,2,11,20,Structural,ALABASTER,AL,0.7,0.55
010016,SHELBY BAPTIST MEDICAL CENTER,35007,1.9,3,7,34,Consumer Satisfaction,ALABASTER,AL,0.6333333333333333,0.20588235294117646
010016,SHELBY BAPTIST MEDICAL CENTER,35007,1.8,3,11,27,Infections,ALABASTER,AL,0.6,0.4074074074074074
010016,SHELBY BAPTIST MEDICAL CENTER,35007,2.7,5,35,91,Star Ratings,ALABASTER,AL,0.54,0.38461538461538464
010016,SHELBY BAPTIST MEDICAL CENTER,35007,2.0,3,10,22,Imaging,ALABASTER,AL,0.6666666666666666,0.45454545454545453
010016,SHELBY BAPTIST MEDICAL CENTER,35007,1.9,3,45,687,Timeliness,ALABASTER,AL,0.6333333333333333,0.06550218340611354
010018,CALLAHAN EYE HOSPITAL,35233,2.3,3,33,34,Consumer Satisfaction,BIRMINGHAM,AL,0.7666666666666666,0.9705882352941176
010018,CALLAHAN EYE HOSPITAL,35233,1.8,2,18,20,Structural,BIRMINGHAM,AL,0.9,0.9
010018,CALLAHAN EYE HOSPITAL,35233,2.0,3,9,21,Complications,BIRMINGHAM,AL,0.6666666666666666,0.42857142857142855
010018,CALLAHAN EYE HOSPITAL,35233,2.7,3,573,687,Timeliness,BIRMINGHAM,AL,0.9,0.834061135371179
010019,HELEN KELLER MEMORIAL HOSPITAL,35660,2.0,2,20,20,Structural,SHEFFIELD,AL,1.0,1.0
010019,HELEN KELLER MEMORIAL HOSPITAL,35660,2.0,3,9,21,Complications,SHEFFIELD,AL,0.6666666666666666,0.42857142857142855
010019,HELEN KELLER MEMORIAL HOSPITAL,35660,2.0,3,15,27,Infections,SHEFFIELD,AL,0.6666666666666666,0.5555555555555556
010019,HELEN KELLER MEMORIAL HOSPITAL,35660,2.0,3,31,57,Readmission & Death,SHEFFIELD,AL,0.6666666666666666,0.543859649122807
010019,HELEN KELLER MEMORIAL HOSPITAL,35660,2.0,3,5,10,Payments,SHEFFIELD,AL,0.6666666666666666,0.5
010019,HELEN KELLER MEMORIAL HOSPITAL,35660,2.6,3,17,22,Imaging,SHEFFIELD,AL,0.8666666666666667,0.7727272727272727
010019,HELEN KELLER MEMORIAL HOSPITAL,35660,3.3,5,52,91,Star Ratings,SHEFFIELD,AL,0.6599999999999999,0.5714285714285714
010019,HELEN KELLER MEMORIAL HOSPITAL,35660,2.0,3,13,34,Consumer Satisfaction,SHEFFIELD,AL,0.6666666666666666,0.38235294117647056
010019,HELEN KELLER MEMORIAL HOSPITAL,35660,2.3,3,263,687,Timeliness,SHEFFIELD,AL,0.7666666666666666,0.38282387190684136
010021,DALE MEDICAL CENTER,36360,2.0,3,9,21,Complications,OZARK,AL,0.6666666666666666,0.42857142857142855
010021,DALE MEDICAL CENTER,36360,2.9,3,653,687,Timeliness,OZARK,AL,0.9666666666666667,0.950509461426492
010021,DALE MEDICAL CENTER,36360,2.0,3,15,27,Infections,OZARK,AL,0.6666666666666666,0.5555555555555556
010021,DALE MEDICAL CENTER,36360,2.0,3,31,57,Readmission & Death,OZARK,AL,0.6666666666666666,0.543859649122807
010021,DALE MEDICAL CENTER,36360,1.5,2,12,20,Structural,OZARK,AL,0.75,0.6
010021,DALE MEDICAL CENTER,36360,2.0,3,5,10,Payments,OZARK,AL,0.6666666666666666,0.5
010021,DALE MEDICAL CENTER,36360,3.7,5,61,91,Star Ratings,OZARK,AL,0.74,0.6703296703296703
010021,DALE MEDICAL CENTER,36360,2.0,3,13,34,Consumer Satisfaction,OZARK,AL,0.6666666666666666,0.38235294117647056
010021,DALE MEDICAL CENTER,36360,2.2,3,12,22,Imaging,OZARK,AL,0.7333333333333334,0.5454545454545454
010022,CHEROKEE MEDICAL CENTER,35960,2.3,3,28,34,Consumer Satisfaction,CENTRE,AL,0.7666666666666666,0.8235294117647058
010022,CHEROKEE MEDICAL CENTER,35960,2.5,3,8,10,Payments,CENTRE,AL,0.8333333333333334,0.8
010022,CHEROKEE MEDICAL CENTER,35960,2.0,3,9,21,Complications,CENTRE,AL,0.6666666666666666,0.42857142857142855
010022,CHEROKEE MEDICAL CENTER,35960,2.0,3,15,27,Infections,CENTRE,AL,0.6666666666666666,0.5555555555555556
010022,CHEROKEE MEDICAL CENTER,35960,1.7,2,14,20,Structural,CENTRE,AL,0.85,0.7
010022,CHEROKEE MEDICAL CENTER,35960,2.0,3,31,57,Readmission & Death,CENTRE,AL,0.6666666666666666,0.543859649122807
010022,CHEROKEE MEDICAL CENTER,35960,2.5,3,373,687,Timeliness,CENTRE,AL,0.8333333333333334,0.5429403202328966
010022,CHEROKEE MEDICAL CENTER,35960,2.3,3,14,22,Imaging,CENTRE,AL,0.7666666666666666,0.6363636363636364
010023,BAPTIST MEDICAL CENTER SOUTH,36116,2.0,3,31,57,Readmission & Death,MONTGOMERY,AL,0.6666666666666666,0.543859649122807
010023,BAPTIST MEDICAL CENTER SOUTH,36116,2.6,3,17,22,Imaging,MONTGOMERY,AL,0.8666666666666667,0.7727272727272727
010023,BAPTIST MEDICAL CENTER SOUTH,36116,1.9,3,9,34,Consumer Satisfaction,MONTGOMERY,AL,0.6333333333333333,0.2647058823529412
010023,BAPTIST MEDICAL CENTER SOUTH,36116,2.8,5,40,91,Star Ratings,MONTGOMERY,AL,0.5599999999999999,0.43956043956043955
010023,BAPTIST MEDICAL CENTER SOUTH,36116,1.7,3,4,10,Payments,MONTGOMERY,AL,0.5666666666666667,0.4
010023,BAPTIST MEDICAL CENTER SOUTH,36116,1.8,3,11,27,Infections,MONTGOMERY,AL,0.6,0.4074074074074074
010023,BAPTIST MEDICAL CENTER SOUTH,36116,1.1,2,3,20,Structural,MONTGOMERY,AL,0.55,0.15
010023,BAPTIST MEDICAL CENTER SOUTH,36116,2.1,3,128,687,Timeliness,MONTGOMERY,AL,0.7000000000000001,0.18631732168850074
010023,BAPTIST MEDICAL CENTER SOUTH,36116,1.7,3,5,21,Complications,MONTGOMERY,AL,0.5666666666666667,0.23809523809523808
010024,JACKSON HOSPITAL & CLINIC INC,36106,2.2,3,17,27,Infections,MONTGOMERY,AL,0.7333333333333334,0.6296296296296297
010024,JACKSON HOSPITAL & CLINIC INC,36106,2.1,3,33,57,Readmission & Death,MONTGOMERY,AL,0.7000000000000001,0.5789473684210527
010024,JACKSON HOSPITAL & CLINIC INC,36106,2.6,3,17,22,Imaging,MONTGOMERY,AL,0.8666666666666667,0.7727272727272727
010024,JACKSON HOSPITAL & CLINIC INC,36106,3.3,5,52,91,Star Ratings,MONTGOMERY,AL,0.6599999999999999,0.5714285714285714
010024,JACKSON HOSPITAL & CLINIC INC,36106,2.0,3,13,34,Consumer Satisfaction,MONTGOMERY,AL,0.6666666666666666,0.38235294117647056
010024,JACKSON HOSPITAL & CLINIC INC,36106,1.3,2,7,20,Structural,MONTGOMERY,AL,0.65,0.35
010024,JACKSON HOSPITAL & CLINIC INC,36106,2.2,3,147,687,Timeliness,MONTGOMERY,AL,0.7333333333333334,0.21397379912663755
010024,JACKSON HOSPITAL & CLINIC INC,36106,1.3,3,2,10,Payments,MONTGOMERY,AL,0.43333333333333335,0.2
010024,JACKSON HOSPITAL & CLINIC INC,36106,1.9,3,8,21,Complications,MONTGOMERY,AL,0.6333333333333333,0.38095238095238093
010029,EAST ALABAMA MEDICAL CENTER,36801,2.7,3,9,10,Payments,OPELIKA,AL,0.9,0.9
010029,EAST ALABAMA MEDICAL CENTER,36801,2.0,3,9,21,Complications,OPELIKA,AL,0.6666666666666666,0.42857142857142855
010029,EAST ALABAMA MEDICAL CENTER,36801,2.0,3,31,57,Readmission & Death,OPELIKA,AL,0.6666666666666666,0.543859649122807
010029,EAST ALABAMA MEDICAL CENTER,36801,3.4,5,56,91,Star Ratings,OPELIKA,AL,0.6799999999999999,0.6153846153846154
010029,EAST ALABAMA MEDICAL CENTER,36801,2.0,3,13,34,Consumer Satisfaction,OPELIKA,AL,0.6666666666666666,0.38235294117647056
010029,EAST ALABAMA MEDICAL CENTER,36801,2.3,3,14,22,Imaging,OPELIKA,AL,0.7666666666666666,0.6363636363636364
010029,EAST ALABAMA MEDICAL CENTER,36801,1.8,3,13,27,Infections,OPELIKA,AL,0.6,0.48148148148148145
010029,EAST ALABAMA MEDICAL CENTER,36801,1.0,2,1,20,Structural,OPELIKA,AL,0.5,0.05
010029,EAST ALABAMA MEDICAL CENTER,36801,2.1,3,129,687,Timeliness,OPELIKA,AL,0.7000000000000001,0.18777292576419213
010032,WEDOWEE HOSPITAL,36278,3.0,3,22,22,Imaging,WEDOWEE,AL,1.0,1.0
010032,WEDOWEE HOSPITAL,36278,1.8,2,18,20,Structural,WEDOWEE,AL,0.9,0.9
010032,WEDOWEE HOSPITAL,36278,2.9,3,655,687,Timeliness,WEDOWEE,AL,0.9666666666666667,0.9534206695778749
010032,WEDOWEE HOSPITAL,36278,2.0,3,9,21,Complications,WEDOWEE,AL,0.6666666666666666,0.42857142857142855
010032,WEDOWEE HOSPITAL,36278,2.0,3,31,57,Readmission & Death,WEDOWEE,AL,0.6666666666666666,0.543859649122807
010032,WEDOWEE HOSPITAL,36278,2.0,3,5,10,Payments,WEDOWEE,AL,0.6666666666666666,0.5
010032,WEDOWEE HOSPITAL,36278,2.1,3,18,34,Consumer Satisfaction,WEDOWEE,AL,0.7000000000000001,0.5294117647058824
010032,WEDOWEE HOSPITAL,36278,2.7,5,35,91,Star Ratings,WEDOWEE,AL,0.54,0.38461538461538464
010033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2.2,3,46,57,Readmission & Death,BIRMINGHAM,AL,0.7333333333333334,0.8070175438596491
010033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2.1,3,10,21,Complications,BIRMINGHAM,AL,0.7000000000000001,0.47619047619047616
010033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2.3,3,28,34,Consumer Satisfaction,BIRMINGHAM,AL,0.7666666666666666,0.8235294117647058
010033,UNIVERSITY OF ALABAMA HOSPITAL,35233,4.2,5,75,91,Star Ratings,BIRMINGHAM,AL,0.8400000000000001,0.8241758241758241
010033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2.0,3,5,10,Payments,BIRMINGHAM,AL,0.6666666666666666,0.5
010033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2.2,3,190,687,Timeliness,BIRMINGHAM,AL,0.7333333333333334,0.2765647743813683
010033,UNIVERSITY OF ALABAMA HOSPITAL,35233,1.7,3,9,27,Infections,BIRMINGHAM,AL,0.5666666666666667,0.3333333333333333
010033,UNIVERSITY OF ALABAMA HOSPITAL,35233,2.0,3,10,22,Imaging,BIRMINGHAM,AL,0.6666666666666666,0.45454545454545453
010033,UNIVERSITY OF ALABAMA HOSPITAL,35233,1.0,2,1,20,Structural,BIRMINGHAM,AL,0.5,0.05
010034,COMMUNITY HOSPITAL INC,36078,2.3,3,33,34,Consumer Satisfaction,TALLASSEE,AL,0.7666666666666666,0.9705882352941176
010034,COMMUNITY HOSPITAL INC,36078,3.0,3,22,22,Imaging,TALLASSEE,AL,1.0,1.0
010034,COMMUNITY HOSPITAL INC,36078,4.6,5,84,91,Star Ratings,TALLASSEE,AL,0.9199999999999999,0.9230769230769231
010034,COMMUNITY HOSPITAL INC,36078,2.0,3,9,21,Complications,TALLASSEE,AL,0.6666666666666666,0.42857142857142855
010034,COMMUNITY HOSPITAL INC,36078,2.0,3,15,27,Infections,TALLASSEE,AL,0.6666666666666666,0.5555555555555556
010034,COMMUNITY HOSPITAL INC,36078,2.0,3,31,57,Readmission & Death,TALLASSEE,AL,0.6666666666666666,0.543859649122807
010034,COMMUNITY HOSPITAL INC,36078,1.5,2,12,20,Structural,TALLASSEE,AL,0.75,0.6
010034,COMMUNITY HOSPITAL INC,36078,2.0,3,5,10,Payments,TALLASSEE,AL,0.6666666666666666,0.5
010034,COMMUNITY HOSPITAL INC,36078,2.6,3,448,687,Timeliness,TALLASSEE,AL,0.8666666666666667,0.6521106259097526
010035,CULLMAN REGIONAL MEDICAL CENTER,35058,2.0,3,9,21,Complications,CULLMAN,AL,0.6666666666666666,0.42857142857142855
010035,CULLMAN REGIONAL MEDICAL CENTER,35058,2.0,3,31,57,Readmission & Death,CULLMAN,AL,0.6666666666666666,0.543859649122807
010035,CULLMAN REGIONAL MEDICAL CENTER,35058,1.5,2,12,20,Structural,CULLMAN,AL,0.75,0.6
010035,CULLMAN REGIONAL MEDICAL CENTER,35058,3.9,5,69,91,Star Ratings,CULLMAN,AL,0.78,0.7582417582417582
010035,CULLMAN REGIONAL MEDICAL CENTER,35058,2.0,3,5,10,Payments,CULLMAN,AL,0.6666666666666666,0.5
010035,CULLMAN REGIONAL MEDICAL CENTER,35058,2.1,3,21,34,Consumer Satisfaction,CULLMAN,AL,0.7000000000000001,0.6176470588235294
010035,CULLMAN REGIONAL MEDICAL CENTER,35058,2.5,3,418,687,Timeliness,CULLMAN,AL,0.8333333333333334,0.6084425036390102
010035,CULLMAN REGIONAL MEDICAL CENTER,35058,2.5,3,16,22,Imaging,CULLMAN,AL,0.8333333333333334,0.7272727272727273
010035,CULLMAN REGIONAL MEDICAL CENTER,35058,1.6,3,8,27,Infections,CULLMAN,AL,0.5333333333333333,0.2962962962962963
010036,ANDALUSIA REGIONAL HOSPITAL,36420,2.5,3,8,10,Payments,ANDALUSIA,AL,0.8333333333333334,0.8
010036,ANDALUSIA REGIONAL HOSPITAL,36420,2.0,3,9,21,Complications,ANDALUSIA,AL,0.6666666666666666,0.42857142857142855
010036,ANDALUSIA REGIONAL HOSPITAL,36420,2.0,3,15,27,Infections,ANDALUSIA,AL,0.6666666666666666,0.5555555555555556
010036,ANDALUSIA REGIONAL HOSPITAL,36420,2.0,3,31,57,Readmission & Death,ANDALUSIA,AL,0.6666666666666666,0.543859649122807
010036,ANDALUSIA REGIONAL HOSPITAL,36420,1.5,2,12,20,Structural,ANDALUSIA,AL,0.75,0.6
010036,ANDALUSIA REGIONAL HOSPITAL,36420,2.5,3,436,687,Timeliness,ANDALUSIA,AL,0.8333333333333334,0.6346433770014556
010036,ANDALUSIA REGIONAL HOSPITAL,36420,2.9,5,41,91,Star Ratings,ANDALUSIA,AL,0.58,0.45054945054945056
010036,ANDALUSIA REGIONAL HOSPITAL,36420,2.2,3,12,22,Imaging,ANDALUSIA,AL,0.7333333333333334,0.5454545454545454
010036,ANDALUSIA REGIONAL HOSPITAL,36420,1.8,3,6,34,Consumer Satisfaction,ANDALUSIA,AL,0.6,0.17647058823529413
010038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2.1,3,35,57,Readmission & Death,ANNISTON,AL,0.7000000000000001,0.6140350877192983
010038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2.0,3,9,21,Complications,ANNISTON,AL,0.6666666666666666,0.42857142857142855
010038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2.0,3,15,27,Infections,ANNISTON,AL,0.6666666666666666,0.5555555555555556
010038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2.0,3,5,10,Payments,ANNISTON,AL,0.6666666666666666,0.5
010038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2.6,3,17,22,Imaging,ANNISTON,AL,0.8666666666666667,0.7727272727272727
010038,STRINGFELLOW MEMORIAL HOSPITAL,36201,1.3,2,8,20,Structural,ANNISTON,AL,0.65,0.4
010038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2.5,3,380,687,Timeliness,ANNISTON,AL,0.8333333333333334,0.5531295487627366
010038,STRINGFELLOW MEMORIAL HOSPITAL,36201,1.9,3,7,34,Consumer Satisfaction,ANNISTON,AL,0.6333333333333333,0.20588235294117646
010038,STRINGFELLOW MEMORIAL HOSPITAL,36201,2.6,5,34,91,Star Ratings,ANNISTON,AL,0.52,0.37362637362637363
010039,HUNTSVILLE HOSPITAL,35801,2.0,3,9,21,Complications,HUNTSVILLE,AL,0.6666666666666666,0.42857142857142855
010039,HUNTSVILLE HOSPITAL,35801,2.1,3,33,57,Readmission & Death,HUNTSVILLE,AL,0.7000000000000001,0.5789473684210527
010039,HUNTSVILLE HOSPITAL,35801,2.1,3,21,34,Consumer Satisfaction,HUNTSVILLE,AL,0.7000000000000001,0.6176470588235294
010039,HUNTSVILLE HOSPITAL,35801,3.8,5,65,91,Star Ratings,HUNTSVILLE,AL,0.76,0.7142857142857143
010039,HUNTSVILLE HOSPITAL,35801,2.3,3,14,22,Imaging,HUNTSVILLE,AL,0.7666666666666666,0.6363636363636364
010039,HUNTSVILLE HOSPITAL,35801,1.8,3,14,27,Infections,HUNTSVILLE,AL,0.6,0.5185185185185185
010039,HUNTSVILLE HOSPITAL,35801,1.7,3,4,10,Payments,HUNTSVILLE,AL,0.5666666666666667,0.4
010039,HUNTSVILLE HOSPITAL,35801,1.1,2,3,20,Structural,HUNTSVILLE,AL,0.55,0.15
010039,HUNTSVILLE HOSPITAL,35801,1.9,3,41,687,Timeliness,HUNTSVILLE,AL,0.6333333333333333,0.05967976710334789
010040,GADSDEN REGIONAL MEDICAL CENTER,35903,2.4,3,16,21,Complications,GADSDEN,AL,0.7999999999999999,0.7619047619047619
010040,GADSDEN REGIONAL MEDICAL CENTER,35903,2.1,3,40,57,Readmission & Death,GADSDEN,AL,0.7000000000000001,0.7017543859649122
010040,GADSDEN REGIONAL MEDICAL CENTER,35903,1.4,2,11,20,Structural,GADSDEN,AL,0.7,0.55
010040,GADSDEN REGIONAL MEDICAL CENTER,35903,2.6,3,17,22,Imaging,GADSDEN,AL,0.8666666666666667,0.7727272727272727
010040,GADSDEN REGIONAL MEDICAL CENTER,35903,2.4,3,351,687,Timeliness,GADSDEN,AL,0.7999999999999999,0.5109170305676856
010040,GADSDEN REGIONAL MEDICAL CENTER,35903,2.7,5,35,91,Star Ratings,GADSDEN,AL,0.54,0.38461538461538464
010040,GADSDEN REGIONAL MEDICAL CENTER,35903,1.3,3,2,10,Payments,GADSDEN,AL,0.43333333333333335,0.2
010040,GADSDEN REGIONAL MEDICAL CENTER,35903,1.5,3,7,27,Infections,GADSDEN,AL,0.5,0.25925925925925924
010040,GADSDEN REGIONAL MEDICAL CENTER,35903,1.7,3,2,34,Consumer Satisfaction,GADSDEN,AL,0.5666666666666667,0.058823529411764705
010044,MARION REGIONAL MEDICAL CENTER,35570,2.3,3,28,34,Consumer Satisfaction,HAMILTON,AL,0.7666666666666666,0.8235294117647058
010044,MARION REGIONAL MEDICAL CENTER,35570,2.5,3,8,10,Payments,HAMILTON,AL,0.8333333333333334,0.8
010044,MARION REGIONAL MEDICAL CENTER,35570,2.0,3,9,21,Complications,HAMILTON,AL,0.6666666666666666,0.42857142857142855
010044,MARION REGIONAL MEDICAL CENTER,35570,2.0,3,15,27,Infections,HAMILTON,AL,0.6666666666666666,0.5555555555555556
010044,MARION REGIONAL MEDICAL CENTER,35570,2.0,3,31,57,Readmission & Death,HAMILTON,AL,0.6666666666666666,0.543859649122807
010044,MARION REGIONAL MEDICAL CENTER,35570,1.5,2,12,20,Structural,HAMILTON,AL,0.75,0.6
010044,MARION REGIONAL MEDICAL CENTER,35570,2.6,3,465,687,Timeliness,HAMILTON,AL,0.8666666666666667,0.6768558951965066
010044,MARION REGIONAL MEDICAL CENTER,35570,2.3,3,14,22,Imaging,HAMILTON,AL,0.7666666666666666,0.6363636363636364
010045,FAYETTE MEDICAL CENTER,35555,5.0,5,91,91,Star Ratings,FAYETTE,AL,1.0,1.0
010045,FAYETTE MEDICAL CENTER,35555,3.0,3,10,10,Payments,FAYETTE,AL,1.0,1.0
010045,FAYETTE MEDICAL CENTER,35555,2.3,3,33,34,Consumer Satisfaction,FAYETTE,AL,0.7666666666666666,0.9705882352941176
010045,FAYETTE MEDICAL CENTER,35555,2.0,3,9,21,Complications,FAYETTE,AL,0.6666666666666666,0.42857142857142855
010045,FAYETTE MEDICAL CENTER,35555,2.0,3,15,27,Infections,FAYETTE,AL,0.6666666666666666,0.5555555555555556
010045,FAYETTE MEDICAL CENTER,35555,2.0,3,31,57,Readmission & Death,FAYETTE,AL,0.6666666666666666,0.543859649122807
010045,FAYETTE MEDICAL CENTER,35555,1.5,2,12,20,Structural,FAYETTE,AL,0.75,0.6
010045,FAYETTE MEDICAL CENTER,35555,2.5,3,389,687,Timeliness,FAYETTE,AL,0.8333333333333334,0.5662299854439592
010045,FAYETTE MEDICAL CENTER,35555,2.5,3,16,22,Imaging,FAYETTE,AL,0.8333333333333334,0.7272727272727273
010046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,3.0,3,22,22,Imaging,GADSDEN,AL,1.0,1.0
010046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,1.8,2,18,20,Structural,GADSDEN,AL,0.9,0.9
010046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,2.0,3,9,21,Complications,GADSDEN,AL,0.6666666666666666,0.42857142857142855
010046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,2.0,3,31,57,Readmission & Death,GADSDEN,AL,0.6666666666666666,0.543859649122807
010046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,2.6,3,470,687,Timeliness,GADSDEN,AL,0.8666666666666667,0.6841339155749636
